ENSEMBL	ENTREZID	SYMBOL	DESCRIPTION	LPS100.B100.vs.Ctrl.micro.logFC	LPS100.B100.vs.Ctrl.micro.p.value
ENSOARG00000018502				-0.811660871244978	0.0297678608560723
ENSOARG00000018507	101109465	DHRS11	dehydrogenase/reductase 11	-0.790047261172346	0.00766011736592119
ENSOARG00000018512	101102614	LOC101102614	zinc finger protein 239-like	0.882514958416519	0.0192547905480959
ENSOARG00000018516	100302064	RAB10	RAB10, member RAS oncogene family	0.916890392567889	0.00802449399805939
ENSOARG00000018518	101108539	ZNF655	zinc finger protein 655	0.963999174476535	0.00522181082009863
ENSOARG00000018520	101119917	PRPSAP2	phosphoribosyl pyrophosphate synthetase associated protein 2	-1.01462239394348	0.00454908686432373
ENSOARG00000018523	101109985	KAT2A	lysine acetyltransferase 2A	-1.08516427545031	0.00149593337233341
ENSOARG00000018527	101104055	MCM5	minichromosome maintenance complex component 5	-1.3412229992888	0.000323988294828571
ENSOARG00000018534	101116698		TBC1 domain family member 24	1.12305970464162	0.0137949229022567
ENSOARG00000018545	101104415	UBE2T	ubiquitin conjugating enzyme E2 T	-0.657951223680066	0.0479633901260044
ENSOARG00000018554				-0.794252440605252	0.0119072344958208
ENSOARG00000018556				-0.864301757329165	0.0311820176729545
ENSOARG00000018563	101115434	NDUFS1	NADH:ubiquinone oxidoreductase core subunit S1	-0.555899595130601	0.0273014118708148
ENSOARG00000018565	101121599	HARS2	histidyl-tRNA synthetase 2, mitochondrial	-0.516132405236069	0.0341460295879144
ENSOARG00000018574	101109079	LOC101109079	NTF2-related export protein 2	1.20985471964906	0.0230801730869883
ENSOARG00000018580	101103973	AASS	aminoadipate-semialdehyde synthase	1.64849629593652	0.00215077407949628
ENSOARG00000018590	101114170	MID2	midline 2	2.15404981472326	4.25311237754702e-05
ENSOARG00000018595				0.860152947729471	0.025641702517689
ENSOARG00000018616	101111204	MRM1	mitochondrial rRNA methyltransferase 1	-1.03597954344197	0.0128724592393506
ENSOARG00000018629	100307047	SMPD1	sphingomyelin phosphodiesterase 1, acid lysosomal	-0.906226802057904	0.00313706661546686
ENSOARG00000018647	101114023	KIF23	kinesin family member 23	-1.53510356458666	0.00485697753152271
ENSOARG00000018655	101112803	CCDC134	coiled-coil domain containing 134	0.751475631940682	0.04907511745043
ENSOARG00000018673	100820744	ACP5	acid phosphatase 5, tartrate resistant	-0.747020316443242	0.0161095810653874
ENSOARG00000018681		CAVIN3	caveolae associated protein 3	-1.00617256831698	0.0492462489431647
ENSOARG00000018684	101105523	APIP	APAF1 interacting protein	0.92575938980871	0.0119038461705479
ENSOARG00000018693		CSRP1	cysteine and glycine rich protein 1	-1.20235001568013	0.000607957275990255
ENSOARG00000018710	101111885	ANXA3	annexin A3	1.69194292867509	0.00508769169607727
ENSOARG00000018718				-0.754566842156893	0.0167500334273687
ENSOARG00000018751	101108800	KDM8	lysine demethylase 8	1.61515063226062	0.000677917303907859
ENSOARG00000018754	101118688		spermatogenesis associated serine rich 2	-0.786684053878824	0.0173418091902995
ENSOARG00000018756				1.13038232448149	0.0131551665515075
ENSOARG00000018757	101102999	GLUL	glutamate-ammonia ligase	-2.61099344279562	0.000337463628464618
ENSOARG00000018758	101117648	PBDC1	polysaccharide biosynthesis domain containing 1	-0.621532383299918	0.0162133354283243
ENSOARG00000018767	101115126		factor interacting with PAPOLA and CPSF1	0.559361858133284	0.0414453958579197
ENSOARG00000018775	101114404	CBLB	Cbl proto-oncogene B	1.74772809939632	0.00594108478034974
ENSOARG00000018779	101108537	TRAF3IP1	TRAF3 interacting protein 1	0.627343161959012	0.0231669394642387
ENSOARG00000018783	101109398	RPP40	ribonuclease P/MRP subunit p40	-1.50319924155976	0.00194961487068873
ENSOARG00000018792	101113226	CENPM	centromere protein M	-1.40496346344124	0.0158645660087818
ENSOARG00000018794		CYB5D2	cytochrome b5 domain containing 2	-0.697197843533914	0.0130965223324983
ENSOARG00000018799	101116052	FER	FER tyrosine kinase	0.746568686145438	0.043002460870196
ENSOARG00000018814	101120937	PSMF1	proteasome inhibitor subunit 1	0.728828866167583	0.0386643296242307
ENSOARG00000018817	101116022	RBM41	RNA binding motif protein 41	1.34394409143965	0.0161148886385211
ENSOARG00000018841				1.02787085453836	0.0195605253222195
ENSOARG00000018842	101119203	TROAP	trophinin associated protein	1.13234172363968	0.0324679226117096
ENSOARG00000018845	100145858	NAGA	alpha-N-acetylgalactosaminidase	-0.743709771447972	0.00936818518634878
ENSOARG00000018851	101116285	MORC4	MORC family CW-type zinc finger 4	-1.27306463842184	0.013270722822474
ENSOARG00000018855	101105501	LNX1	ligand of numb-protein X 1	2.60444387261324	0.00114904174166446
ENSOARG00000018856				1.12360230170358	0.0106570764556076
ENSOARG00000018877	101115544	GRAMD2A	GRAM domain containing 2A	2.48546223913318	0.00124659003424969
ENSOARG00000018878	101121924	FOXRED2	FAD dependent oxidoreductase domain containing 2	-1.64839936817183	0.0294708162831198
ENSOARG00000018885	101118081	METTL21A	methyltransferase like 21A	0.691989308775375	0.0173691892289202
ENSOARG00000018889	101113070	ANTXR2	ANTXR cell adhesion molecule 2	1.30396335704781	0.0209311717279654
ENSOARG00000018894	100820753	IL21R	interleukin 21 receptor	3.01260180113905	0.000549248936883431
ENSOARG00000018899	101121896	PRPF38B	pre-mRNA processing factor 38B	0.632769495991116	0.0409045263322486
ENSOARG00000018900	101121960	CPNE2	copine 2	-0.813926107228506	0.0131302035847381
ENSOARG00000018909	101103718	ARMC10	armadillo repeat containing 10	-0.613955207171522	0.029071826992047
ENSOARG00000018911	100174984	PER1	period circadian regulator 1	-1.80421291530661	0.00324429796974771
ENSOARG00000018923	101106200	PAMR1	peptidase domain containing associated with muscle regeneration 1	-0.912316158879752	0.0191273309074484
ENSOARG00000018934	101107089	ZNF786	zinc finger protein 786	-0.829489786498335	0.0129670475027907
ENSOARG00000018937	101112917	NAV1	neuron navigator 1	-1.38335022569475	0.00246376322227591
ENSOARG00000018955	101105904	NFAM1	NFAT activating protein with ITAM motif 1	-0.643104323475858	0.0171555861972643
ENSOARG00000018964	101122961	STAT5B	signal transducer and activator of transcription 5B	1.5112186101564	0.000170493397981694
ENSOARG00000018966	101110416	BBS4	Bardet-Biedl syndrome 4	0.847443092807873	0.0116534377774025
ENSOARG00000018968	101107787	WDR36	WD repeat domain 36	1.13313263682108	0.00820634876825054
ENSOARG00000018970	101115924	CIP2A	cell proliferation regulating inhibitor of protein phosphatase 2A	0.986062273073761	0.0032039197854413
ENSOARG00000018980	443257	IDH1	isocitrate dehydrogenase (NADP(+)) 1, cytosolic	-0.882441846338511	0.043367695301079
ENSOARG00000018981	101122644	GPSM2	G protein signaling modulator 2	1.88298436510577	0.0041506413722425
ENSOARG00000018983	101106160	SERHL2	serine hydrolase like 2	-0.950586340525005	0.00617939130688158
ENSOARG00000019010	101116191	DZIP3	DAZ interacting zinc finger protein 3	-1.73665607471548	0.0154212635696166
ENSOARG00000019012	101121699	SRXN1	sulfiredoxin 1	-1.46692252703164	0.00197234550185821
ENSOARG00000019038	101102102	TAF13	TATA-box binding protein associated factor 13	0.813957998534024	0.0167828925340167
ENSOARG00000019041	101117366	GRK3	G protein-coupled receptor kinase 3	1.52104312754826	0.000707138315275912
ENSOARG00000019050	101122939	NCF4	neutrophil cytosolic factor 4	0.990761824241218	0.0131910160266602
ENSOARG00000019051	101112484	SDR39U1	short chain dehydrogenase/reductase family 39U member 1	-0.833937937329077	0.0149435245383762
ENSOARG00000019055	101104513		N-acetylneuraminate pyruvate lyase	-0.963001195149064	0.00716418354534403
ENSOARG00000019057	101115447	ARFGAP3	ADP ribosylation factor GTPase activating protein 3	-0.84489083923436	0.0196740452305956
ENSOARG00000019058	101112733	KHNYN	KH and NYN domain containing	0.948689189142343	0.00316901101876028
ENSOARG00000019064				0.814394847023021	0.014666514877668
ENSOARG00000019085	101115867	PACSIN2	protein kinase C and casein kinase substrate in neurons 2	0.958303393528197	0.0221061365794422
ENSOARG00000019086	101113164	IPO9	importin 9	0.657663457938463	0.0204179428292413
ENSOARG00000019097	101107893	C11orf74	chromosome 15 C11orf74 homolog	-0.766696850482113	0.0375671213296328
ENSOARG00000019108	100135438	SARS	seryl-tRNA synthetase	1.02363087797383	0.0202801527842133
ENSOARG00000019111	101113479	KHK	ketohexokinase	-1.2406129501618	0.0102972832957746
ENSOARG00000019129	101122616	TRIB3	tribbles pseudokinase 3	0.725093554994335	0.0275226289118742
ENSOARG00000019131	101113760	DHRS1	dehydrogenase/reductase 1	-0.66982302712495	0.0148253872989432
ENSOARG00000019132	101111683	AGAP1	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1	-1.26383037723016	0.012396478783118
ENSOARG00000019135	101103606	CELSR2	cadherin EGF LAG seven-pass G-type receptor 2	-1.68398839474432	0.00700389436363483
ENSOARG00000019139	101114020	RABGGTA	Rab geranylgeranyltransferase subunit alpha	-0.910713438043274	0.00747926097675961
ENSOARG00000019143	101104978	CACNB3	calcium voltage-gated channel auxiliary subunit beta 3	-1.17798747756811	0.0164681545758237
ENSOARG00000019151	101104021		actin-related protein 2/3 complex subunit 2 pseudogene	0.912311443329123	0.0215358286066483
ENSOARG00000019160	101114524	GMPR2	guanosine monophosphate reductase 2	-0.99654500755526	0.00247920789965558
ENSOARG00000019175	101113983	NECTIN3	nectin cell adhesion molecule 3	1.48094939261806	0.0310534249821142
ENSOARG00000019184	101104538	SORT1	sortilin 1	-0.820956369127945	0.00905505100077844
ENSOARG00000019196	101102292	LANCL1	LanC like 1	-1.00370398983364	0.0125221988581447
ENSOARG00000019216	101117671	EMC9	ER membrane protein complex subunit 9	-1.05588351398346	0.0415782003573554
ENSOARG00000019221	101119354	ABHD10	abhydrolase domain containing 10	-0.661573886087571	0.0240955212937419
ENSOARG00000019222	101115776	CAD	carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase	-0.792731692446025	0.0201188130183803
ENSOARG00000019231	101107857	ELFN2	extracellular leucine rich repeat and fibronectin type III domain containing 2	-2.42271842947179	0.000273672726465383
ENSOARG00000019237	101120669	PCK2	phosphoenolpyruvate carboxykinase 2, mitochondrial	0.993558703655761	0.00375587351034234
ENSOARG00000019244	101103693	GNAI3	G protein subunit alpha i3	0.725331405454041	0.0303707207812086
ENSOARG00000019261	101116554	MPV17	mitochondrial inner membrane protein MPV17	-0.642721461120304	0.0272547302426209
ENSOARG00000019263	101119050	LOC101119050	dehydrogenase/reductase SDR family member 4	-0.686250782647952	0.0102686694363979
ENSOARG00000019265	101118176	PARVB	parvin beta	1.92353733845814	0.00145566349381845
ENSOARG00000019274	101119310	AP1G2	adaptor related protein complex 1 subunit gamma 2	-0.587483765047121	0.0402471100206399
ENSOARG00000019282	101117233	EIF2B4	eukaryotic translation initiation factor 2B subunit delta	-0.749288247777492	0.0314804907378182
ENSOARG00000019286		PARVG	parvin gamma	-0.892308659838064	0.0288051097984824
ENSOARG00000019287	101117487	SNX17	sorting nexin 17	-0.647798498909863	0.0111838715768643
ENSOARG00000019291		PRR5	proline rich 5	-0.95800702478676	0.00656534257034565
ENSOARG00000019296	101122193	ZFHX2	zinc finger homeobox 2	1.09517377751041	0.0329192726171329
ENSOARG00000019300	443489	PFKM	phosphofructokinase, muscle	-1.26503916678046	0.00635518134366901
ENSOARG00000019302	101117741	ZNF513	zinc finger protein 513	0.709090758007578	0.0112587820379109
ENSOARG00000019315	101118257	NRBP1	nuclear receptor binding protein 1	-0.530879568216291	0.0428138353359152
ENSOARG00000019318	101121560	ATG3	autophagy related 3	0.78180551168076	0.0482752248176356
ENSOARG00000019323	101118939	NUP50	nucleoporin 50	0.990677573922494	0.00277195226972432
ENSOARG00000019332	101122067	CCDC80	coiled-coil domain containing 80	2.08137463512357	0.00174807548025036
ENSOARG00000019338	101118681	IFT172	intraflagellar transport 172	-1.50345529148377	0.000538897411890781
ENSOARG00000019346	101108896	MREG	melanoregulin	-1.1429207093924	0.00881043358214657
ENSOARG00000019350	101106744	PECR	peroxisomal trans-2-enoyl-CoA reductase	-0.891476335044306	0.00316018626814807
ENSOARG00000019357	101122319	LOC101122319	cell surface glycoprotein CD200 receptor 1	1.14185812381055	0.0352739890463464
ENSOARG00000019358	101118933	FNDC4	fibronectin type III domain containing 4	-1.04074992017108	0.0402471100206399
ENSOARG00000019364	101122565	GTPBP8	GTP binding protein 8 (putative)	0.706776072339489	0.0126250005179748
ENSOARG00000019366	101107255	XRCC5	X-ray repair cross complementing 5	-0.986380980835622	0.00290998049570098
ENSOARG00000019377	101122825	NEPRO	nucleolus and neural progenitor protein	0.817190480704789	0.033426512063653
ENSOARG00000019382	101101893	C14orf93	chromosome 7 open reading frame, human C14orf93	-1.92942102279867	0.00021186864634899
ENSOARG00000019391	101106510	KIAA1551	KIAA1551 ortholog	1.01972751208566	0.00646353429134024
ENSOARG00000019393	101107765	SMARCAL1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a like 1	-0.697103626816928	0.0193025456713464
ENSOARG00000019420	101109264	ATXN10	ataxin 10	-1.2852917219895	0.000538897411890781
ENSOARG00000019424	101105078	SLC7A7	solute carrier family 7 member 7	-0.547751358906856	0.0446211710521126
ENSOARG00000019432	101108433	ZMYM6	zinc finger MYM-type containing 6	-0.887611533261332	0.00336566328312933
ENSOARG00000019439	101115249	SFPQ	splicing factor proline and glutamine rich	0.588512486263408	0.0354830507399707
ENSOARG00000019441	100158235	RHOB	ras homolog family member B	2.07522985461768	0.000491332245700472
ENSOARG00000019444	101109436	DENND5B	DENN domain containing 5B	1.54462787367295	0.00425884472468409
ENSOARG00000019450	101110320	TTC38	tetratricopeptide repeat domain 38	-0.921777062634338	0.00807043390805739
ENSOARG00000019455	101110583		G2 and S-phase expressed 1	-2.83928622445798	0.000153784004535076
ENSOARG00000019463	101112271	CD53	CD53 molecule	1.17065307086311	0.0242193684549499
ENSOARG00000019495	101110485		actin related protein 2/3 complex subunit 2	1.04624462999373	0.0133472655341897
ENSOARG00000019500	101110742	AAMP	angio associated migratory cell protein	0.667447116316835	0.041766419392397
ENSOARG00000019505	101109335	PNKD	PNKD, MBL domain containing	-0.678806218962312	0.0450543582530822
ENSOARG00000019508	101112470	SLC38A1	solute carrier family 38 member 1	1.86833097788718	0.000291273031020448
ENSOARG00000019512	101113024	DENND2D	DENN domain containing 2D	-1.56623059804826	0.00666537844886285
ENSOARG00000019548	101117403	B3GNT2	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2	1.3349411716685	0.0123191033029137
ENSOARG00000019557	101110306	CTDSP1	CTD small phosphatase 1	-0.84217423102468	0.0464855225140092
ENSOARG00000019561	101102217	TRMT61B	tRNA methyltransferase 61B	-1.10863196866757	0.00447395302520072
ENSOARG00000019615		TMIGD3	transmembrane and immunoglobulin domain containing 3	-1.29554892614196	0.0085447999142129
ENSOARG00000019620	101104041	LOC101104041	tetratricopeptide repeat protein 30A	-1.4605413821373	0.00748348167318628
ENSOARG00000019621	101108312	TOX4	TOX high mobility group box family member 4	0.663058226568938	0.0255410626950866
ENSOARG00000019624	101111075	CNOT9	CCR4-NOT transcription complex subunit 9	1.05499637080678	0.00478024465156913
ENSOARG00000019627	101111344	PLCD4	phospholipase C delta 4	-1.54970317591683	0.00162305141275653
ENSOARG00000019631		ADPRHL2	ADP-ribosylhydrolase like 2	-0.753043183359278	0.00641338939843263
ENSOARG00000019640	101103884	LCLAT1	lysocardiolipin acyltransferase 1	0.955117584556826	0.0333497091546231
ENSOARG00000019650	101119113	PHOSPHO2	phosphatase, orphan 2	-0.850295541457609	0.0393738966309978
ENSOARG00000019661	101114765	TWF1	twinfilin actin binding protein 1	0.672774143566809	0.042271680267716
ENSOARG00000019672	101109972		heterogeneous nuclear ribonucleoprotein C (C1/C2)	0.834014506501884	0.018466268910027
ENSOARG00000019679	101114707	ZNF219	zinc finger protein 219	-0.596386882201934	0.0252389720954984
ENSOARG00000019687	101114961	ARHGEF40	Rho guanine nucleotide exchange factor 40	-0.85513797223836	0.0199697426093404
ENSOARG00000019703	101113543	OSCP1	organic solute carrier partner 1	-1.84802593562093	0.000903628565794169
ENSOARG00000019706	101110763	NDRG2	NDRG family member 2	-1.09748005712678	0.00058938667500192
ENSOARG00000019714	101111807	METTL17	methyltransferase like 17	-0.797138444307192	0.0477040898216119
ENSOARG00000019722	101110491	PPFIBP1	PPFIA binding protein 1	1.23716063264469	0.0386323118907337
ENSOARG00000019724	101105459	TMEM39A	transmembrane protein 39A	1.30347573879355	0.0009962568261364
ENSOARG00000019738	101115695	PRICKLE1	prickle planar cell polarity protein 1	-1.18320436258506	0.0226842270153446
ENSOARG00000019749	101107494	PPM1J	ras homolog family member C	2.07807835929126	0.00090360681427413
ENSOARG00000019752				-0.786474790292914	0.0308990022897405
ENSOARG00000019765	101117767	TEP1	telomerase protein component 1	-0.611326377974597	0.0493331029160154
ENSOARG00000019772	443456	SLC16A1	solute carrier family 16 member 1	-0.781503685152234	0.0365166650300464
ENSOARG00000019777	101118027	PARP2	poly(ADP-ribose) polymerase 2	-0.517243903401595	0.03916807912023
ENSOARG00000019790	101107403	MAATS1	MYCBP associated and testis expressed 1	0.890096079652318	0.0110608354087118
