ENSEMBL	ENTREZID	SYMBOL	DESCRIPTION	LPS100.A10.vs.Ctrl.micro.logFC	LPS100.A10.vs.Ctrl.micro.p.value
ENSOARG00000019274	101119310	AP1G2	adaptor related protein complex 1 subunit gamma 2	-0.536029032734746	0.0242988819485831
ENSOARG00000019281	101107401	LOC101107401	glutathione S-transferase Mu 1	-0.627005046931916	0.0389680787936997
ENSOARG00000019287	101117487	SNX17	sorting nexin 17	-1.07871027161699	0.00016364386494631
ENSOARG00000019291		PRR5	proline rich 5	-0.584258822096381	0.0246056939363771
ENSOARG00000019297	101108092	LOC101108092	glutathione S-transferase Mu 1	-0.619194283962618	0.0051323559966384
ENSOARG00000019298	101120715	CD200	CD200 molecule	2.65803516049281	0.00124138280383954
ENSOARG00000019300	443489	PFKM	phosphofructokinase, muscle	-1.74062680629205	0.000211724970621334
ENSOARG00000019302	101117741	ZNF513	zinc finger protein 513	0.543639325030191	0.0151563422830848
ENSOARG00000019309	101105137	ATIC	5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase	-1.29730678437784	0.000988748463518986
ENSOARG00000019323	101118939	NUP50	nucleoporin 50	1.12127125695325	0.000325479145507391
ENSOARG00000019329	100216462	FN1	fibronectin 1	-0.920645497429727	0.0165120429918191
ENSOARG00000019332	101122067	CCDC80	coiled-coil domain containing 80	1.51327418199439	0.00316142564492825
ENSOARG00000019337		KIAA0930	KIAA0930	-0.778618532712757	0.00777535712465829
ENSOARG00000019338	101118681	IFT172	intraflagellar transport 172	-0.786183415910279	0.00514402015467938
ENSOARG00000019350	101106744	PECR	peroxisomal trans-2-enoyl-CoA reductase	-0.624443884088396	0.00587081348762457
ENSOARG00000019356	101105233	FGD4	FYVE, RhoGEF and PH domain containing 4	-0.984012830620304	0.0184535412852182
ENSOARG00000019364	101122565	GTPBP8	GTP binding protein 8 (putative)	0.866726625560706	0.00120532062055119
ENSOARG00000019366	101107255	XRCC5	X-ray repair cross complementing 5	-1.07041600378388	0.000384393557987254
ENSOARG00000019371	101109162	TMEM106C	transmembrane protein 106C	-1.13886288553942	0.00099135662234176
ENSOARG00000019375	101107515	HDAC7	histone deacetylase 7	-0.753257726569267	0.00439192404023783
ENSOARG00000019377	101122825	NEPRO	nucleolus and neural progenitor protein	0.666048651383048	0.0343837973900116
ENSOARG00000019385	101119194	ZNF512	zinc finger protein 512	-0.808728946929735	0.0130654798200362
ENSOARG00000019391	101106510	KIAA1551	KIAA1551 ortholog	0.587624102237788	0.0341492604202221
ENSOARG00000019396	101107779	SLC48A1	solute carrier family 48 member 1	-0.982808184290326	0.000716667571004319
ENSOARG00000019404	100037704	FBLN1	fibulin 1	-1.09720419441044	0.0308885011822961
ENSOARG00000019412	101115253	CFAP44	cilia and flagella associated protein 44	-1.1403188504178	0.000507629183391199
ENSOARG00000019420	101109264	ATXN10	ataxin 10	-1.75348390288906	2.06612362073607e-05
ENSOARG00000019424	101105078	SLC7A7	solute carrier family 7 member 7	-0.94787133733494	0.000927321324341941
ENSOARG00000019432	101108433	ZMYM6	zinc finger MYM-type containing 6	-0.895121652760269	0.000850857315147196
ENSOARG00000019439	101115249	SFPQ	splicing factor proline and glutamine rich	0.926615475085016	0.00101119283408073
ENSOARG00000019444	101109436	DENND5B	DENN domain containing 5B	0.883044775922018	0.0313181662226273
ENSOARG00000019455	101110583		G2 and S-phase expressed 1	-2.66359909518124	3.07789564696639e-05
ENSOARG00000019486				0.62958862224223	0.044552112305799
ENSOARG00000019488	101102025	ATP6V1A	ATPase H+ transporting V1 subunit A	-1.10916836564847	0.0468563137722037
ENSOARG00000019508	101112470	SLC38A1	solute carrier family 38 member 1	1.29934559432752	0.000814576795320844
ENSOARG00000019512	101113024	DENND2D	DENN domain containing 2D	-2.23062569556986	0.000139373955309461
ENSOARG00000019517	101106229	CHI3L2	chitinase-3-like protein 2	1.68599236057339	0.00513783692021727
ENSOARG00000019520	101110188	PSMB2	proteasome subunit beta 2	0.749503391688031	0.0126930539144907
ENSOARG00000019528				0.986489335387112	0.0111777412404176
ENSOARG00000019557	101110306	CTDSP1	CTD small phosphatase 1	-1.49518083301804	0.000614719364671577
ENSOARG00000019566	101113318	WDR43	WD repeat domain 43	0.802004382721484	0.000928435427040888
ENSOARG00000019608	101119111	LOC101119111	ribosome biogenesis protein NSA2 homolog	0.62886917208796	0.0250523851483411
ENSOARG00000019609	101111326	AGO3	argonaute 3, RISC catalytic component	1.44323931009442	0.00605707824804568
ENSOARG00000019615		TMIGD3	transmembrane and immunoglobulin domain containing 3	-1.07597120379136	0.00455767142765887
ENSOARG00000019620	101104041	LOC101104041	tetratricopeptide repeat protein 30A	-1.13593879141979	0.00754878480982491
ENSOARG00000019624	101111075	CNOT9	CCR4-NOT transcription complex subunit 9	1.07865719440701	0.00127254098901818
ENSOARG00000019627	101111344	PLCD4	phospholipase C delta 4	-1.32346434546326	0.000718463481968804
ENSOARG00000019640	101103884	LCLAT1	lysocardiolipin acyltransferase 1	1.13114318260228	0.00636767173737393
ENSOARG00000019646	101113143	CRELD2	cysteine-rich with EGF-like domain protein 2	0.881467080919763	0.00533665772035625
ENSOARG00000019654	101112772	MAP7D1	MAP7 domain containing 1	-0.934300331600241	0.000938062000970135
ENSOARG00000019659				1.04203957691653	0.0139652996171267
ENSOARG00000019661	101114765	TWF1	twinfilin actin binding protein 1	0.65210287748578	0.0197467632634098
ENSOARG00000019664	101112198	RNF25	ring finger protein 25	0.675060097701763	0.0266145736093291
ENSOARG00000019672	101109972		heterogeneous nuclear ribonucleoprotein C (C1/C2)	0.635831908367653	0.0246121513411011
ENSOARG00000019679	101114707	ZNF219	zinc finger protein 219	-0.944949861508755	0.000551358312621268
ENSOARG00000019695	101117032	ST7L	suppression of tumorigenicity 7 like	-0.651514030076172	0.0296740111833757
ENSOARG00000019697	101107417		NHP2-like protein 1 pseudogene	0.804274743320442	0.00622677027189982
ENSOARG00000019700	101104949	B4GALT4	beta-1,4-galactosyltransferase 4	0.893699150211376	0.00370803379589942
ENSOARG00000019703	101113543	OSCP1	organic solute carrier partner 1	-1.37578315717039	0.000995251877703435
ENSOARG00000019705	101105397	PCYOX1	prenylcysteine oxidase 1	-1.68174261245261	0.00283183661241693
ENSOARG00000019724	101105459	TMEM39A	transmembrane protein 39A	1.67484110386171	5.58203124745609e-05
ENSOARG00000019736		PIP4P1	phosphatidylinositol-4,5-bisphosphate 4-phosphatase 1	-0.811352175267679	0.00468549379569281
ENSOARG00000019739	101114949	TRABD	TraB domain containing	-0.626754123227821	0.0142108910801903
ENSOARG00000019744				0.795473307599305	0.00489547226854078
ENSOARG00000019749	101107494	PPM1J	ras homolog family member C	1.41839669677238	0.00222854467521231
ENSOARG00000019752				-0.769879466622232	0.012011039714938
ENSOARG00000019765	101117767	TEP1	telomerase protein component 1	-0.499109395525868	0.0465716688217322
ENSOARG00000019768	101106222	ADPRH	ADP-ribosylarginine hydrolase	1.20237045013047	0.0367473482758344
ENSOARG00000019780	101115701	HDAC10	histone deacetylase 10	-1.05163456917785	0.00278297825630706
ENSOARG00000019787	101122926	LOC101122926	NADH dehydrogenase	0.843200269360323	0.0216548234213125
ENSOARG00000019788	101114824	GNL2	G protein nucleolar 2	0.609681551121868	0.0191703749129607
ENSOARG00000019802	101111789	STK38L	serine/threonine kinase 38 like	1.694530964554	0.000913314599412879
ENSOARG00000019804	101107942	NFU1	NFU1 iron-sulfur cluster scaffold	-0.694862071516505	0.0312078511125967
ENSOARG00000019820	101110670	GXYLT1	glucoside xylosyltransferase 1	0.95425299284376	0.00172512221910369
ENSOARG00000019823	101116643	GFPT1	glutamine--fructose-6-phosphate transaminase 1	1.1044065426363	0.000614719364671577
ENSOARG00000019829	101112552	FGFR1OP2	FGFR1 oncogene partner 2	0.774214707269997	0.0381420107574493
ENSOARG00000019835	100169938	GSK3B	glycogen synthase kinase 3 beta	0.871570819398348	0.0011154283716292
ENSOARG00000019836	101112796	CNPPD1	cyclin Pas1/PHO80 domain containing 1	-0.949103123292908	0.000345606790274233
ENSOARG00000019852	101112801	INTS13	integrator complex subunit 13	-0.443430967256973	0.0265288336384681
ENSOARG00000019867	101114421	RETREG2	reticulophagy regulator family member 2	-1.20033187631184	0.000356767278479348
ENSOARG00000019869	101117495	LMF2	lipase maturation factor 2	-0.654328621365869	0.00460233440823805
ENSOARG00000019870	101119595	RSBN1	round spermatid basic protein 1	0.648996713380376	0.0409530997748614
ENSOARG00000019873	101119101	YRDC	yrdC N6-threonylcarbamoyltransferase domain containing	1.20974644574534	0.00104287257893616
ENSOARG00000019896	101116516	MTF1	metal regulatory transcription factor 1	1.04383949765361	0.00171705075457659
ENSOARG00000019897	101116898	APLF	aprataxin and PNKP like factor	-0.668703088250926	0.0119273354951866
ENSOARG00000019903	101108945		endogenous retrovirus group K member 9 Pol protein-like	-1.21864154679881	0.0291074320843314
ENSOARG00000019905	101123302	EMC7	ER membrane protein complex subunit 7	0.908845142073949	0.00587081348762457
ENSOARG00000019914	101111005	PNO1	partner of NOB1 homolog (S. cerevisiae)	0.518528770978577	0.0341609140524073
ENSOARG00000019915				1.07231147056247	0.0101338020137019
ENSOARG00000019920	101115097	ABCB6	ATP binding cassette subfamily B member 6 (Langereis blood group)	-0.968924385349818	0.00211880605052102
ENSOARG00000019931	101111532	C1D	C1D nuclear receptor corepressor	0.506589909794302	0.0172177561019916
ENSOARG00000019942	101121985	OLFML3	olfactomedin like 3	-1.52698275071827	0.00130514709772573
ENSOARG00000019949	443193	CPT1B	carnitine palmitoyltransferase 1B	-0.891737669152307	0.00768480399460231
ENSOARG00000019962	101112041	MEIS1	Meis homeobox 1	-0.930913228836832	0.0102803511400716
ENSOARG00000019969	101122794	LOC101122794	glycylpeptide N-tetradecanoyltransferase 1	0.579492434168746	0.014639151024007
ENSOARG00000019976	101115764	GLB1L	galactosidase beta 1 like	-0.51039476741319	0.0186018716689507
ENSOARG00000019981		AKIRIN1	akirin 1	0.686143536277573	0.0246633401101884
ENSOARG00000019988	101119037	MAPK8IP2	mitogen-activated protein kinase 8 interacting protein 2	-0.963363682956422	0.000960339294327337
ENSOARG00000020011	101103817	DPH6	diphthamine biosynthesis 6	-1.13397540563748	0.0138973231369951
ENSOARG00000020021	101114856	CASC1	cancer susceptibility 1	-1.27506805674172	0.0126124603106174
ENSOARG00000020023	101118486	MACF1	microtubule-actin crosslinking factor 1	-0.952179868624925	0.00878666042351148
ENSOARG00000020025	101114854	PELI1	pellino E3 ubiquitin protein ligase 1	1.96590499533426	0.000252722837074703
ENSOARG00000020027	101102438	NRAS	NRAS proto-oncogene, GTPase	1.05323832416841	0.00336530270429822
ENSOARG00000020030	101112323	SPRED1	sprouty related EVH1 domain containing 1	1.34851353695733	0.00580233331727696
ENSOARG00000020035	101105253	FAM98B	family with sequence similarity 98 member B	0.566465718198641	0.00777535712465829
ENSOARG00000020041	101115354	VPS54	VPS54, GARP complex subunit	0.722297066695155	0.00838864413995244
ENSOARG00000020051	101116542	DNAJB2	DnaJ heat shock protein family (Hsp40) member B2	-0.763783740433137	0.00104473661201998
ENSOARG00000020061	101115777	UGP2	UDP-glucose pyrophosphorylase 2	-0.515336556244887	0.0494531367033062
ENSOARG00000020063	101109397	HIST1H1D	histone H1.3	-0.944462456593555	0.0275878388843427
ENSOARG00000020084	101113312	PTPRN	protein tyrosine phosphatase, receptor type N	-0.790726309222465	0.00216401709996673
ENSOARG00000020093	100302360	UBE2N	ubiquitin conjugating enzyme E2 N	0.454530242365505	0.0370482530902782
ENSOARG00000020095				-1.57650885510004	0.00384076233716582
ENSOARG00000020098				-1.53126159782704	0.0014980308268703
ENSOARG00000020099	106992042	LOC106992042	AP-2 complex subunit alpha-2-like	-0.800693476040414	0.0316166781366681
ENSOARG00000020100	106992043	LOC106992043	AP-2 complex subunit alpha-2-like	-0.800693476040414	0.0316166781366681
ENSOARG00000020102		NHLRC1	NHL repeat containing E3 ubiquitin protein ligase 1	-0.909461705785935	0.0148607168962369
ENSOARG00000020107		SMIM13	small integral membrane protein 13	1.63662757959125	0.00365696509141036
ENSOARG00000020108	101116893	EHBP1	EH domain binding protein 1	-1.13058398302114	0.00299348769455436
ENSOARG00000020112	554318	CD86	CD86 molecule	0.836758849125057	0.00625717347308236
ENSOARG00000020116	101108051	BMF	Bcl2 modifying factor	0.734223408529591	0.0082279597119065
ENSOARG00000020126	101108313	BUB1B	BUB1 mitotic checkpoint serine/threonine kinase B	-2.3478198493787	0.00152967454984977
ENSOARG00000020133		TMEM17	transmembrane protein 17	-1.11534507708386	0.00461763943340654
ENSOARG00000020146	101116237	COMMD5	COMM domain containing 5	0.893171886287798	0.00905079789347727
ENSOARG00000020152	101104157	LOC101104157	ubiquitin-conjugating enzyme E2 D3	0.662058379851987	0.00620878792483765
ENSOARG00000020155	101116387	C2CD5	C2 calcium dependent domain containing 5	-0.739452063042715	0.0303859428364607
ENSOARG00000020160	101114323	PARP14	poly(ADP-ribose) polymerase family member 14	1.38953137611509	0.00605717913018494
ENSOARG00000020164	101114835	HSPBAP1	HSPB1 associated protein 1	-0.630359255366019	0.0174890712366813
ENSOARG00000020165	101109810	ZHX2	zinc fingers and homeoboxes 2	1.4858633252958	0.00207172133101144
ENSOARG00000020169	101120365	MFSD2A	major facilitator superfamily domain containing 2A	-1.26365652358743	0.00125827975648252
ENSOARG00000020170	101117915	FAM161A	FAM161A, centrosomal protein	-0.691316770860781	0.00459539656007624
ENSOARG00000020191	101120135	HACD2	3-hydroxyacyl-CoA dehydratase 2	0.901418028104363	0.00110718541508975
ENSOARG00000020192	101118452		MORN repeat-containing protein 2-like	-0.71572090678867	0.0270887071758586
ENSOARG00000020197				0.920344354832684	0.0166174335909323
ENSOARG00000020198	100620050	KCNMB4	potassium calcium-activated channel subfamily M regulatory beta subunit 4	1.51912857478559	0.000757806864081817
ENSOARG00000020204	101115615	CMAS	cytidine monophosphate N-acetylneuraminic acid synthetase	-0.750811836671143	0.00198946380183462
ENSOARG00000020225	101117577	ABCC9	ATP binding cassette subfamily C member 9	5.33032256359804	0.000191793210953161
ENSOARG00000020236				0.98739570004092	0.00857319731378168
ENSOARG00000020238	101110899	IGSF3	immunoglobulin superfamily member 3	2.02841972936077	0.00430578274110721
ENSOARG00000020248	101115102	STK11IP	serine/threonine kinase 11 interacting protein	-0.789205521580148	0.00514837765009458
ENSOARG00000020252	101111151	PTGFRN	prostaglandin F2 receptor inhibitor	-1.82397394112059	0.000808404608571564
ENSOARG00000020265		EXO5	exonuclease 5	-0.950179406515558	0.00300732635979915
ENSOARG00000020274				1.18794459980174	0.00190236586899601
ENSOARG00000020290	101107483	TRIM45	tripartite motif containing 45	-0.979913695013524	0.000780839735420839
ENSOARG00000020301	101122917		tyrosine kinase non receptor 2	-1.35464386836274	0.000377240666589777
ENSOARG00000020302	101111552	VPS18	VPS18, CORVET/HOPS core subunit	-0.614388024745786	0.0148061605968656
ENSOARG00000020315	101108177	MAN1A2	mannosidase alpha class 1A member 2	0.829810432289983	0.0199816299385788
ENSOARG00000020319	101108971	GDAP2	ganglioside induced differentiation associated protein 2	0.99408698833629	0.00270343993693905
ENSOARG00000020327				0.991182608743318	0.0120747862226292
ENSOARG00000020337	101119200	GOLT1B	golgi transport 1B	0.964674507998472	0.0034578962131096
ENSOARG00000020343	101119710	RECQL	RecQ like helicase	0.726611689614977	0.00253755262461927
ENSOARG00000020347		FBXO45	F-box protein 45	1.46519784865427	0.0286005436695535
ENSOARG00000020366	101119461	PYROXD1	pyridine nucleotide-disulphide oxidoreductase domain 1	0.535869943259485	0.0126135101466164
ENSOARG00000020368	100302361	YEATS4	YEATS domain containing 4	0.585576730901773	0.0225987375825101
ENSOARG00000020372	101102223	H1F0	histone H1.0	-1.43851596488346	0.00546024715716033
ENSOARG00000020374	101120728	ACSL3	acyl-CoA synthetase long chain family member 3	0.514708691315235	0.0164818172951867
ENSOARG00000020389	101104622	PPP1R2	protein phosphatase 1 regulatory inhibitor subunit 2	0.676626962614861	0.0229242577805467
ENSOARG00000020391	101117145	AP1S3	adaptor related protein complex 1 subunit sigma 3	1.04492669057839	0.0304069880444212
ENSOARG00000020403	101105791	LSG1	large 60S subunit nuclear export GTPase 1	0.508502020843416	0.0201775877060324
ENSOARG00000020404	101114361	MGA	MGA, MAX dimerization protein	-0.929648299289799	0.0451285941562488
ENSOARG00000020405	101121495	WDFY1	WD repeat and FYVE domain containing 1	0.891667853717596	0.000995251877703435
ENSOARG00000020409	101121751	MRPL44	mitochondrial ribosomal protein L44	0.7185583659768	0.00480024275055861
ENSOARG00000020412	101111328	PHGDH	phosphoglycerate dehydrogenase	1.17285365993128	0.0294175417138773
ENSOARG00000020413	101122004	SERPINE2	serpin family E member 2	0.804455674006181	0.040480913627044
ENSOARG00000020423	101116914	JMJD7	jumonji domain containing 7	-1.28590224856827	0.00129644136832745
ENSOARG00000020426	101106813	OPA1	OPA1, mitochondrial dynamin like GTPase	0.523263587650036	0.0220096582705001
ENSOARG00000020435	101102114	CCDC30	coiled-coil domain-containing protein 30	-1.32168228250541	0.0106905478891742
ENSOARG00000020437	101123187	DOCK10	dedicator of cytokinesis 10	1.69761757806829	0.000944811552897747
ENSOARG00000020441		MB21D2	Mab-21 domain containing 2	4.4341542662525	0.000521613024022425
